Device Name (ID),Alarm Type,Fleet,Alarm Status,Begin Time,Start position,End Time,End position,Start details,End Details,Start Speed,End Speed,Reporting time,Alarm duration,Re-upload,Process User,Process Time,Process memo,Remark
CCB-733_EVO4(6063461143),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 08:36:34,"-79.501373,-7.44564",21/01/2026 08:36:34,"-79.501373,-7.44564",NO:hdd ; State:L3_Cannot overwrite ; satellites:17,,66.78 km/h,66.78 km/h,21/01/2026 09:49:18,0 s,Yes,,,,Pending
T6F-006_EVO4(8046061201),Storage Error,PURUAY,Alarm End,21/01/2026 08:36:23,"0.0,0.0",21/01/2026 08:36:23,"0.0,0.0",NO:sd1 ; State:L1_Damage ; satellites:0,,0.0 km/h,0.0 km/h,21/01/2026 08:36:23,0 s,No,,,,Pending
BPD-940_EVO4(9053067125),Storage Error,MULT. TRNSP. CAJAMARCA,Alarm End,21/01/2026 08:36:21,"-79.201439,-7.799551",21/01/2026 08:36:21,"-79.201439,-7.799551",NO:hdd ; State:L1_Damage ; satellites:16,,80.95 km/h,80.95 km/h,21/01/2026 08:36:22,0 s,No,,,,Pending
F6J-969_EVO4(6063468486),Storage Error,EMASTRAM,Alarm End,21/01/2026 08:36:17,"-75.945793,-11.552528",21/01/2026 08:36:17,"-75.945793,-11.552528",NO:hdd ; State:L1_Lost ; satellites:5,,0.0 km/h,0.0 km/h,21/01/2026 08:36:18,0 s,No,,,,Pending
F6J-969_EVO4(6063468486),Storage Error,EMASTRAM,Alarm End,21/01/2026 08:36:07,"-75.945793,-11.552528",21/01/2026 08:36:07,"-75.945793,-11.552528",NO:hdd ; State:L1_Lost ; satellites:5,,0.0 km/h,0.0 km/h,21/01/2026 08:36:08,0 s,No,,,,Pending
F6J-969_EVO4(6063468486),Storage Error,EMASTRAM,Alarm End,21/01/2026 08:36:05,"-75.945793,-11.552528",21/01/2026 08:36:05,"-75.945793,-11.552528",NO:hdd ; State:L1_Damage ; satellites:5,,0.0 km/h,0.0 km/h,21/01/2026 08:36:07,0 s,No,,,,Pending
BRT-889_EVO(9053656802),Storage Error,NOATUM,Alarm End,21/01/2026 08:36:02,"-75.075302,-15.147262",21/01/2026 08:36:02,"-75.075302,-15.147262",NO:hdd ; State:L1_Lost ; satellites:7,,0.0 km/h,0.0 km/h,21/01/2026 08:36:04,0 s,No,,,,Pending
VDD-750_EVO(8045475121),Storage Error,ELIO,Alarm End,21/01/2026 08:35:50,"-71.378525,-14.949137",21/01/2026 08:35:50,"-71.378525,-14.949137","NO:sd1 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:8",,0.0 km/h,0.0 km/h,21/01/2026 08:35:52,0 s,No,,,,Pending
CFK-812_EVO4(9053074691),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 08:35:49,"-78.550369,-6.991095",21/01/2026 08:35:49,"-78.550369,-6.991095",NO:sd1 ; State:L1_Damage ; satellites:10,,0.0 km/h,0.0 km/h,21/01/2026 08:35:50,0 s,No,,,,Pending
CEU-726_EVO(8049376200),Storage Error,HAGEMSA,Alarm End,21/01/2026 08:35:46,"-72.158401,-14.08688",21/01/2026 08:35:46,"-72.158401,-14.08688",NO:sd3 ; State:L1_Lost ; satellites:12,,20.38 km/h,20.38 km/h,21/01/2026 08:35:48,0 s,No,,,,Pending
VAC-821_EVO4(9053064403),Storage Error,INGENIEROS,Alarm End,21/01/2026 08:35:45,"-78.506271,-6.978407",21/01/2026 08:35:45,"-78.506271,-6.978407",NO:hdd ; State:L1_Lost ; satellites:14,,0.0 km/h,0.0 km/h,21/01/2026 08:35:45,0 s,No,,,,Pending
BUN-936_EVO(6063461507),Storage Error,SATURNO CATALINA HUANCA,Alarm End,21/01/2026 08:35:45,"-76.884575,-11.977057",21/01/2026 08:35:45,"-76.884575,-11.977057",NO:hdd ; State:L1_Lost ; satellites:15,,0.0 km/h,0.0 km/h,21/01/2026 21:07:04,0 s,Yes,,,,Pending
BPD-940_EVO4(9053067125),Storage Error,MULT. TRNSP. CAJAMARCA,Alarm End,21/01/2026 08:35:28,"-79.210098,-7.793837",21/01/2026 08:35:28,"-79.210098,-7.793837",NO:hdd ; State:L1_Lost ; satellites:17,,65.61 km/h,65.61 km/h,21/01/2026 08:35:29,0 s,No,,,,Pending
CCB-733_EVO4(6063461143),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 08:35:26,"-79.501984,-7.435719",21/01/2026 08:35:26,"-79.501984,-7.435719",NO:hdd ; State:L3_The disk cannot be mounted ; satellites:19,,50.07 km/h,50.07 km/h,21/01/2026 09:49:18,0 s,Yes,,,,Pending
BKI-833_EVO(8045167306),Storage Error,SATURNO ATACOCHA,Alarm End,21/01/2026 08:35:19,"-76.27861,-10.856252",21/01/2026 08:35:19,"-76.27861,-10.856252","NO:sd1 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:18",,59.82 km/h,59.82 km/h,21/01/2026 08:35:22,0 s,No,,,,Pending
VCV-701_EVO(8045645871),Storage Error,ELIO,Alarm End,21/01/2026 08:35:07,"-71.378456,-14.94883",21/01/2026 08:35:07,"-71.378456,-14.94883","NO:sd1 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:7",,0.0 km/h,0.0 km/h,21/01/2026 08:35:09,0 s,No,,,,Pending
VCE-908_EVO4(3072925437),Storage Error,LIMA GAS,Alarm End,21/01/2026 08:34:54,"-72.186508,-16.325478",21/01/2026 08:34:54,"-72.186508,-16.325478",NO:sd1 ; State:L3_Cannot overwrite ; satellites:7,,0.0 km/h,0.0 km/h,21/01/2026 08:34:56,0 s,No,,,,Pending
M1Y-947_EVO4(9053068644),Storage Error,YANACOCHA_CAMIONETAS,Alarm End,21/01/2026 08:34:48,"-78.529732,-7.004493",21/01/2026 08:34:48,"-78.529732,-7.004493",NO:hdd ; State:L3_Cannot overwrite ; satellites:18,,39.83 km/h,39.83 km/h,21/01/2026 08:34:48,0 s,No,,,,Pending
VCR-947_EVO(6062890573),Storage Error,PEDUBAL,Alarm End,21/01/2026 08:34:48,"-71.581642,-16.343748",21/01/2026 08:34:48,"-71.581642,-16.343748",NO:sd1 ; State:L1_Damage ; satellites:15,,0.0 km/h,0.0 km/h,21/01/2026 08:34:57,0 s,No,,,,Pending
VCR-947_EVO(6062890573),Storage Error,PEDUBAL,Alarm End,21/01/2026 08:34:48,"-71.581642,-16.343748",21/01/2026 08:34:48,"-71.581642,-16.343748",NO:hdd ; State:L1_Damage ; satellites:15,,0.0 km/h,0.0 km/h,21/01/2026 08:34:57,0 s,No,,,,Pending
TAN-922_EVO4(6063452332),Storage Error,MULTITRAC,Alarm End,21/01/2026 08:34:42,"-78.681679,-8.534139",21/01/2026 08:34:42,"-78.681679,-8.534139",NO:hdd ; State:L1_Lost ; satellites:17,,28.12 km/h,28.12 km/h,21/01/2026 08:34:43,0 s,No,,,,Pending
TAN-922_EVO4(6063452332),Storage Error,MULTITRAC,Alarm End,21/01/2026 08:34:40,"-78.681709,-8.534",21/01/2026 08:34:40,"-78.681709,-8.534",NO:hdd ; State:L1_Damage ; satellites:16,,29.69 km/h,29.69 km/h,21/01/2026 08:34:41,0 s,No,,,,Pending
VCW-924_EVO4(9053063777),Storage Error,TRANSMDICAS,Alarm End,21/01/2026 08:34:40,"0.0,0.0",21/01/2026 08:34:40,"0.0,0.0",NO:sd1 ; State:L1_Damage ; satellites:0,,0.0 km/h,0.0 km/h,21/01/2026 08:41:11,0 s,Yes,,,,Pending
VCR-947_EVO(6062890573),Storage Error,PEDUBAL,Alarm End,21/01/2026 08:34:37,"-71.581642,-16.343748",21/01/2026 08:34:37,"-71.581642,-16.343748",NO:hdd ; State:L1_Damage ; satellites:15,,0.0 km/h,0.0 km/h,21/01/2026 08:34:40,0 s,No,,,,Pending
BLI-765_EVO(9050383533),Storage Error,SATURNO CEMENTO,Alarm End,21/01/2026 08:34:37,"-76.142593,-13.232605",21/01/2026 08:34:37,"-76.142593,-13.232605",NO:HDD ; State:L1_Damage ; satellites:7,,43.04 km/h,43.04 km/h,21/01/2026 09:08:19,0 s,Yes,,,,Pending
V0Q-764_EVO(9053086323),Storage Error,MI KEYLA,Alarm End,21/01/2026 08:34:33,"-71.765564,-13.600411",21/01/2026 08:34:33,"-71.765564,-13.600411","NO:sd1 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:10",,0.0 km/h,0.0 km/h,21/01/2026 08:34:35,0 s,No,,,,Pending
CHC-259_EVO4(6063452464),Storage Error,GRUPO DAVILA,Alarm End,21/01/2026 08:34:32,"-74.948357,-13.384882",21/01/2026 08:34:32,"-74.948357,-13.384882",NO:hdd ; State:L2_Write block failed ; satellites:15,,59.73 km/h,59.73 km/h,21/01/2026 09:54:25,0 s,Yes,,,,Pending
VDE-744_EVO(8042338363),Storage Error,HAGEMSA,Alarm End,21/01/2026 08:34:18,"-71.364624,-16.067009",21/01/2026 08:34:18,"-71.364624,-16.067009","NO:hdd ; State:L2_The disk is written slowly, causing the cached data to be overwritten ; satellites:17",,49.02 km/h,49.02 km/h,21/01/2026 09:39:58,0 s,Yes,,,,Pending
BJW-788_EVO(8045181935),Storage Error,SERVOSA,Alarm End,21/01/2026 08:34:15,"-71.11483,-15.343558",21/01/2026 08:34:15,"-71.11483,-15.343558","NO:sd3 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:15",,53.0 km/h,53.0 km/h,21/01/2026 08:34:25,0 s,No,,,,Pending
V9U-759_EVO(8049383404),Storage Error,HAGEMSA,Alarm End,21/01/2026 08:34:09,"-71.319916,-14.877236",21/01/2026 08:34:09,"-71.319916,-14.877236",NO:sd3 ; State:L1_Lost ; satellites:9,,0.0 km/h,0.0 km/h,21/01/2026 08:35:38,0 s,No,,,,Pending
V9U-759_EVO(8049383404),Storage Error,HAGEMSA,Alarm End,21/01/2026 08:34:09,"-71.319916,-14.877236",21/01/2026 08:34:09,"-71.319916,-14.877236",NO:sd4 ; State:L1_Lost ; satellites:9,,0.0 km/h,0.0 km/h,21/01/2026 08:35:38,0 s,No,,,,Pending
AWM-780_EVO(8042262357),Storage Error,LIBERTAD,Alarm End,21/01/2026 08:34:02,"-72.071907,-13.479154",21/01/2026 08:34:02,"-72.071907,-13.479154",NO:sd1 ; State:L1_Lost ; satellites:10,State:L1_Lost ; NO:sd1 ; satellites:10,0.0 km/h,0.0 km/h,21/01/2026 08:34:03,0 s,No,,,,Pending
AWM-780_EVO(8042262357),Storage Error,LIBERTAD,Alarm End,21/01/2026 08:34:02,"-72.071907,-13.479154",21/01/2026 08:34:02,"-72.071907,-13.479154",NO:sd3 ; State:L1_Lost ; satellites:10,State:L1_Lost ; NO:sd3 ; satellites:10,0.0 km/h,0.0 km/h,21/01/2026 08:34:03,0 s,No,,,,Pending
BSE-825_EVO(9053657917),Storage Error,SERVOSA,Alarm End,21/01/2026 08:33:57,"-71.112877,-15.345451",21/01/2026 08:33:57,"-71.112877,-15.345451",NO:HDD ; State:L1_Lost ; satellites:11,,52.72 km/h,52.72 km/h,21/01/2026 09:03:50,0 s,Yes,,,,Pending
BSE-825_EVO(9053657917),Storage Error,SERVOSA,Alarm End,21/01/2026 08:33:57,"-71.112877,-15.345451",21/01/2026 08:33:57,"-71.112877,-15.345451",NO:sd3 ; State:L1_Lost ; satellites:11,,52.72 km/h,52.72 km/h,21/01/2026 09:03:50,0 s,Yes,,,,Pending
V0N-912_EVO(6062897404),Storage Error,UTEPSA,Alarm End,21/01/2026 08:33:45,"-71.612144,-16.309507",21/01/2026 08:33:45,"-71.612144,-16.309507","NO:sd1 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:12",,0.0 km/h,0.0 km/h,21/01/2026 08:33:46,0 s,No,,,,Pending
BJS-860_EVO(9050384366),Storage Error,SATURNO CEMENTO,Alarm End,21/01/2026 08:33:41,"-76.041252,-13.12509",21/01/2026 08:33:41,"-76.041252,-13.12509","NO:sd1 ; State:L2_The disk is written slowly, causing the cached data to be overwritten ; satellites:13",,0.0 km/h,0.0 km/h,21/01/2026 08:33:46,0 s,No,,,,Pending
BUN-936_EVO(6063461507),Storage Error,SATURNO CATALINA HUANCA,Alarm End,21/01/2026 08:33:40,"-76.884575,-11.977057",21/01/2026 08:33:40,"-76.884575,-11.977057",NO:hdd ; State:L1_Lost ; satellites:15,,0.0 km/h,0.0 km/h,21/01/2026 21:07:04,0 s,Yes,,,,Pending
VCE-908_EVO4(3072925437),Storage Error,LIMA GAS,Alarm End,21/01/2026 08:33:35,"-72.186508,-16.325478",21/01/2026 08:33:35,"-72.186508,-16.325478",NO:sd1 ; State:L3_Cannot overwrite ; satellites:7,,0.0 km/h,0.0 km/h,21/01/2026 08:33:37,0 s,No,,,,Pending
BKB-725_EVO4(8047703033),Storage Error,TRANSMI,Alarm End,21/01/2026 08:33:32,"-76.976891,-12.125992",21/01/2026 08:33:32,"-76.976891,-12.125992",NO:hdd ; State:L3_Cannot overwrite ; satellites:8,,39.55 km/h,39.55 km/h,21/01/2026 08:33:33,0 s,No,,,,Pending
M1A-834_EVO4(6063459196),Storage Error,YANACOCHA_CAMIONETAS,Alarm End,21/01/2026 08:33:21,"-78.549141,-6.989577",21/01/2026 08:33:21,"-78.549141,-6.989577",NO:hdd ; State:L2_Write block failed ; satellites:9,,0.0 km/h,0.0 km/h,21/01/2026 08:33:23,0 s,No,,,,Pending
BSK-745_EVO(8045173718),Storage Error,HAGEMSA,Alarm End,21/01/2026 08:33:05,"-71.330399,-14.866595",21/01/2026 08:33:05,"-71.330399,-14.866595",NO:hdd ; State:L1_Lost ; satellites:19,,0.0 km/h,0.0 km/h,21/01/2026 08:33:12,0 s,No,,,,Pending
M7Z-723_EVO4(8047425199),Storage Error,ACUARIO,Alarm End,21/01/2026 08:32:58,"-78.550949,-6.992078",21/01/2026 08:32:58,"-78.550949,-6.992078",NO:sd1 ; State:L1_Damage ; satellites:17,,0.0 km/h,0.0 km/h,21/01/2026 08:32:59,0 s,No,,,,Pending
CHC-259_EVO4(6063452464),Storage Error,GRUPO DAVILA,Alarm End,21/01/2026 08:32:56,"-74.953247,-13.373689",21/01/2026 08:32:56,"-74.953247,-13.373689",NO:hdd ; State:L1_Damage ; satellites:16,,62.49 km/h,62.49 km/h,21/01/2026 09:54:25,0 s,Yes,,,,Pending
M3V-944_EVO4(9053083510),Storage Error,YANACOCHA_CAMIONETAS,Alarm End,21/01/2026 08:32:41,"-78.500366,-6.9808",21/01/2026 08:32:41,"-78.500366,-6.9808",NO:hdd ; State:L3_The disk cannot be mounted ; satellites:16,,0.0 km/h,0.0 km/h,21/01/2026 08:32:42,0 s,No,,,,Pending
BSJ-858_EVO(6063467280),Storage Error,HAGEMSA,Alarm End,21/01/2026 08:32:40,"-71.083107,-15.830205",21/01/2026 08:32:40,"-71.083107,-15.830205",NO:sd1 ; State:L1_Lost ; satellites:13,,0.0 km/h,0.0 km/h,21/01/2026 08:32:42,0 s,No,,,,Pending
VCE-908_EVO4(3072925437),Storage Error,LIMA GAS,Alarm End,21/01/2026 08:32:35,"-72.186508,-16.325478",21/01/2026 08:32:35,"-72.186508,-16.325478",NO:sd1 ; State:L3_Cannot overwrite ; satellites:7,,0.0 km/h,0.0 km/h,21/01/2026 08:32:37,0 s,No,,,,Pending
TAN-922_EVO4(6063452332),Storage Error,MULTITRAC,Alarm End,21/01/2026 08:32:33,"-78.683945,-8.520844",21/01/2026 08:32:33,"-78.683945,-8.520844",NO:hdd ; State:L1_Damage ; satellites:17,,58.64 km/h,58.64 km/h,21/01/2026 08:32:43,0 s,No,,,,Pending
AYJ-902_EVO(8048853449),Storage Error,CENTENARIO,Alarm End,21/01/2026 08:32:26,"-71.558449,-16.409077",21/01/2026 08:32:26,"-71.558449,-16.409077",NO:hdd ; State:L1_Lost ; satellites:15,,0.0 km/h,0.0 km/h,21/01/2026 08:32:44,0 s,No,,,,Pending
VCE-908_EVO4(3072925437),Storage Error,LIMA GAS,Alarm End,21/01/2026 08:32:16,"-72.186508,-16.325478",21/01/2026 08:32:16,"-72.186508,-16.325478",NO:sd1 ; State:L3_Cannot overwrite ; satellites:7,,0.0 km/h,0.0 km/h,21/01/2026 08:32:22,0 s,No,,,,Pending
V9U-759_EVO(8049383404),Storage Error,HAGEMSA,Alarm End,21/01/2026 08:32:15,"-71.319916,-14.877236",21/01/2026 08:32:15,"-71.319916,-14.877236",NO:sd3 ; State:L1_Lost ; satellites:9,,0.0 km/h,0.0 km/h,21/01/2026 08:32:35,0 s,No,,,,Pending
M5S-030_EVO4(6063452225),Storage Error,AHORRO,Alarm End,21/01/2026 08:31:57,"-78.526901,-6.979152",21/01/2026 08:31:57,"-78.526901,-6.979152",NO:hdd ; State:L3_The disk cannot be mounted ; satellites:17,,26.78 km/h,26.78 km/h,21/01/2026 08:31:57,0 s,No,,,,Pending
BUN-936_EVO(6063461507),Storage Error,SATURNO CATALINA HUANCA,Alarm End,21/01/2026 08:31:51,"-76.884575,-11.977057",21/01/2026 08:31:51,"-76.884575,-11.977057",NO:hdd ; State:L1_Damage ; satellites:15,,0.0 km/h,0.0 km/h,21/01/2026 21:07:04,0 s,Yes,,,,Pending
VDE-744_EVO(8042338363),Storage Error,HAGEMSA,Alarm End,21/01/2026 08:31:47,"-71.349701,-16.055346",21/01/2026 08:31:47,"-71.349701,-16.055346","NO:hdd ; State:L1_There are too many bad blocks in disk video storage, more than 20% ; satellites:16",,56.27 km/h,56.27 km/h,21/01/2026 09:39:57,0 s,Yes,,,,Pending
M3G-947_EVO4(6063458180),Storage Error,YANACOCHA_CAMIONETAS,Alarm End,21/01/2026 08:31:44,"-78.549057,-6.989656",21/01/2026 08:31:44,"-78.549057,-6.989656",NO:hdd ; State:L1_Damage ; satellites:9,,0.0 km/h,0.0 km/h,21/01/2026 08:31:45,0 s,No,,,,Pending
BSK-745_EVO(8045173718),Storage Error,HAGEMSA,Alarm End,21/01/2026 08:31:40,"-71.330399,-14.866595",21/01/2026 08:31:40,"-71.330399,-14.866595",NO:hdd ; State:L1_Damage ; satellites:19,,0.0 km/h,0.0 km/h,21/01/2026 08:31:41,0 s,No,,,,Pending
BPD-940_EVO4(9053067125),Storage Error,MULT. TRNSP. CAJAMARCA,Alarm End,21/01/2026 08:31:37,"-79.239861,-7.786365",21/01/2026 08:31:37,"-79.239861,-7.786365",NO:hdd ; State:L1_The disk has not recorded for a long time: no recording has been written for more than 2 minutes ; satellites:16,,72.5 km/h,72.5 km/h,21/01/2026 08:31:38,0 s,No,,,,Pending
BLI-765_EVO(9050383533),Storage Error,SATURNO CEMENTO,Alarm End,21/01/2026 08:31:26,"-76.150291,-13.241652",21/01/2026 08:31:26,"-76.150291,-13.241652",NO:HDD ; State:L1_Damage ; satellites:10,,0.0 km/h,0.0 km/h,21/01/2026 08:31:33,0 s,No,,,,Pending
BPV-866_EVO4(3070275926),Storage Error,TRANSMI,Alarm End,21/01/2026 08:31:19,"-76.472328,-13.038881",21/01/2026 08:31:19,"-76.472328,-13.038881",NO:hdd ; State:L3_Cannot overwrite ; satellites:13,,14.06 km/h,14.06 km/h,21/01/2026 08:31:20,0 s,No,,,,Pending
CHC-259_EVO4(6063452464),Storage Error,GRUPO DAVILA,Alarm End,21/01/2026 08:31:19,"-74.953697,-13.363252",21/01/2026 08:31:19,"-74.953697,-13.363252",NO:hdd ; State:L1_Lost ; satellites:16,,56.4 km/h,56.4 km/h,21/01/2026 09:54:25,0 s,Yes,,,,Pending
CHC-259_EVO4(6063452464),Storage Error,GRUPO DAVILA,Alarm End,21/01/2026 08:31:17,"-74.953789,-13.363133",21/01/2026 08:31:17,"-74.953789,-13.363133",NO:hdd ; State:L1_Damage ; satellites:15,,59.86 km/h,59.86 km/h,21/01/2026 09:54:25,0 s,Yes,,,,Pending
D7J-943_EVO4(3070904947),Storage Error,ISELT,Alarm End,21/01/2026 08:31:10,"-76.858536,-12.265515",21/01/2026 08:31:10,"-76.858536,-12.265515",NO:sd1 ; State:L3_Cannot overwrite ; satellites:10,,0.0 km/h,0.0 km/h,21/01/2026 08:31:11,0 s,No,,,,Pending
M1A-834_EVO4(6063459196),Storage Error,YANACOCHA_CAMIONETAS,Alarm End,21/01/2026 08:31:09,"-78.549141,-6.989577",21/01/2026 08:31:09,"-78.549141,-6.989577",NO:hdd ; State:L1_Damage ; satellites:9,,0.0 km/h,0.0 km/h,21/01/2026 08:31:11,0 s,No,,,,Pending
TAF-924_EVO(8046893561),Storage Error,SERVOSA,Alarm End,21/01/2026 08:31:04,"-71.125305,-15.32074",21/01/2026 08:31:04,"-71.125305,-15.32074",NO:HDD ; State:L1_The disk has not recorded for a long time: no recording has been written for more than 2 minutes ; satellites:12,,42.64 km/h,42.64 km/h,21/01/2026 08:31:05,0 s,No,,,,Pending
BLI-765_EVO(9050383533),Storage Error,SATURNO CEMENTO,Alarm End,21/01/2026 08:31:04,"-76.150291,-13.241652",21/01/2026 08:31:04,"-76.150291,-13.241652",NO:HDD ; State:L1_Disk failure ; satellites:10,,0.0 km/h,0.0 km/h,21/01/2026 08:31:06,0 s,No,,,,Pending
CAQ-767_EVO4(8045163701),Storage Error,ENGINEERING,Alarm End,21/01/2026 08:30:59,"-71.931366,-14.162537",21/01/2026 08:30:59,"-71.931366,-14.162537",NO:sd1 ; State:L1_Damage ; satellites:18,,32.98 km/h,32.98 km/h,21/01/2026 08:32:58,0 s,No,,,,Pending
BDU-930_EVO4(3070264789),Storage Error,MANCARGO,Alarm End,21/01/2026 08:30:55,"-76.098091,-13.88958",21/01/2026 08:30:55,"-76.098091,-13.88958",NO:hdd ; State:L1_Lost ; satellites:17,,62.36 km/h,62.36 km/h,21/01/2026 08:30:57,0 s,No,,,,Pending
BVL-094_EVO(5048985616),Storage Error,ECONMINC,Alarm End,21/01/2026 08:30:44,"-73.134415,-14.658029",21/01/2026 08:30:44,"-73.134415,-14.658029",NO:sd1 ; State:L1_Lost ; satellites:7,,0.0 km/h,0.0 km/h,21/01/2026 08:30:46,0 s,No,,,,Pending
AYJ-902_EVO(8048853449),Storage Error,CENTENARIO,Alarm End,21/01/2026 08:30:43,"-71.558449,-16.409077",21/01/2026 08:30:43,"-71.558449,-16.409077","NO:sd1 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:15",,0.0 km/h,0.0 km/h,21/01/2026 08:31:33,0 s,No,,,,Pending
VCR-947_EVO(6062890573),Storage Error,PEDUBAL,Alarm End,21/01/2026 08:30:34,"-71.581642,-16.343748",21/01/2026 08:30:34,"-71.581642,-16.343748",NO:sd1 ; State:L1_Damage ; satellites:15,,0.0 km/h,0.0 km/h,21/01/2026 08:30:43,0 s,No,,,,Pending
VCR-947_EVO(6062890573),Storage Error,PEDUBAL,Alarm End,21/01/2026 08:30:34,"-71.581642,-16.343748",21/01/2026 08:30:34,"-71.581642,-16.343748",NO:hdd ; State:L1_Damage ; satellites:15,,0.0 km/h,0.0 km/h,21/01/2026 08:30:43,0 s,No,,,,Pending
M3W-807_EVO4(9053068404),Storage Error,YANACOCHA_CAMIONETAS,Alarm End,21/01/2026 08:30:30,"-78.509109,-6.992838",21/01/2026 08:30:30,"-78.509109,-6.992838",NO:sd1 ; State:L1_Damage ; satellites:6,,0.0 km/h,0.0 km/h,21/01/2026 08:30:31,0 s,No,,,,Pending
VCR-947_EVO(6062890573),Storage Error,PEDUBAL,Alarm End,21/01/2026 08:30:24,"-71.581642,-16.343748",21/01/2026 08:30:24,"-71.581642,-16.343748",NO:hdd ; State:L1_Damage ; satellites:15,,0.0 km/h,0.0 km/h,21/01/2026 08:30:27,0 s,No,,,,Pending
M1A-834_EVO4(6063459196),Storage Error,YANACOCHA_CAMIONETAS,Alarm End,21/01/2026 08:30:22,"-78.549141,-6.989577",21/01/2026 08:30:22,"-78.549141,-6.989577",NO:hdd ; State:L1_Damage ; satellites:9,,0.0 km/h,0.0 km/h,21/01/2026 08:30:24,0 s,No,,,,Pending
T6I-475_EVO4(9050383376),Storage Error,DIVINO SALVADOR,Alarm Start,21/01/2026 08:30:22,"-78.503899,-6.967985",,,NO:unknow ; State:L1_Lost ; satellites:13,,24.95 km/h,,21/01/2026 08:30:23,0 s,No,,,,Pending
TAN-922_EVO4(6063452332),Storage Error,MULTITRAC,Alarm End,21/01/2026 08:30:15,"-78.687157,-8.510415",21/01/2026 08:30:15,"-78.687157,-8.510415",NO:hdd ; State:L1_Damage ; satellites:18,,21.83 km/h,21.83 km/h,21/01/2026 08:31:08,0 s,No,,,,Pending
VCV-749_EVO(8045475162),Storage Error,ELIO,Alarm End,21/01/2026 08:30:14,"-71.583069,-16.406282",21/01/2026 08:30:14,"-71.583069,-16.406282","NO:sd1 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:14",,0.0 km/h,0.0 km/h,21/01/2026 08:30:16,0 s,No,,,,Pending
BJS-860_EVO(9050384366),Storage Error,SATURNO CEMENTO,Alarm End,21/01/2026 08:30:14,"-76.041252,-13.12509",21/01/2026 08:30:14,"-76.041252,-13.12509","NO:sd1 ; State:L2_The disk is written slowly, causing the cached data to be overwritten ; satellites:13",,0.0 km/h,0.0 km/h,21/01/2026 08:32:58,0 s,Yes,,,,Pending
D7J-943_EVO4(3070904947),Storage Error,ISELT,Alarm End,21/01/2026 08:30:10,"-76.858536,-12.265515",21/01/2026 08:30:10,"-76.858536,-12.265515",NO:sd1 ; State:L3_Cannot overwrite ; satellites:10,,0.0 km/h,0.0 km/h,21/01/2026 08:30:12,0 s,No,,,,Pending
V0B-904_EVO(6063469138),Storage Error,M&P,Alarm End,21/01/2026 08:30:06,"-71.835281,-16.576664",21/01/2026 08:30:06,"-71.835281,-16.576664","NO:hdd ; State:L1_There are too many bad blocks in disk video storage, more than 20% ; satellites:12",,0.0 km/h,0.0 km/h,21/01/2026 08:30:07,0 s,No,,,,Pending
BKB-725_EVO4(8047703033),Storage Error,TRANSMI,Alarm End,21/01/2026 08:29:55,"-76.978973,-12.105072",21/01/2026 08:29:55,"-76.978973,-12.105072",NO:hdd ; State:L3_Cannot overwrite ; satellites:9,,35.39 km/h,35.39 km/h,21/01/2026 08:29:57,0 s,No,,,,Pending
BTP-897_EVO4(9053075516),Storage Error,CONFIPETROL,Alarm End,21/01/2026 08:29:50,"-78.501076,-6.981128",21/01/2026 08:29:50,"-78.501076,-6.981128",NO:hdd ; State:L1_Lost ; satellites:13,,22.92 km/h,22.92 km/h,21/01/2026 08:29:50,0 s,No,,,,Pending
BPD-940_EVO4(9053067125),Storage Error,MULT. TRNSP. CAJAMARCA,Alarm End,21/01/2026 08:29:47,"-79.254967,-7.773277",21/01/2026 08:29:47,"-79.254967,-7.773277",NO:hdd ; State:L1_Lost ; satellites:16,,78.07 km/h,78.07 km/h,21/01/2026 08:29:48,0 s,No,,,,Pending
TAN-922_EVO4(6063452332),Storage Error,MULTITRAC,Alarm End,21/01/2026 08:29:45,"-78.688042,-8.50763",21/01/2026 08:29:45,"-78.688042,-8.50763",NO:hdd ; State:L2_Write block failed ; satellites:18,,54.85 km/h,54.85 km/h,21/01/2026 08:29:46,0 s,No,,,,Pending
